name,citymeetings_url,start_time_in_seconds,end_time_in_seconds,for_or_against,borough,neighborhood,stated_affiliations,key_points
Maria Deinnocentiis,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/maria-deinnocentiis-president-of-utopia-estates,25072.496,25269.375,Against,Queens,Fresh Meadows,"[Utopia Estates Civic Association, Community Board 8 in Queens]","[The proposal will eliminate current zoning and create a one-size-fits-all zoning law, What works in Manhattan does not always work in Queens, The plan will destroy the accomplishments of contextual zoning done in 2011, The plan will change the character of communities and potentially destroy neighborhoods, Housing in the community is already diverse, The plan risks homes being demolished and replaced by apartments, It reduces and removes parking requirements, The plan will eliminate zoning for historic and special districts, It will allow campus infill, potentially destroying open spaces, It will allow religious houses of worship to build apartment buildings, The plan will streamline zoning regulations, significantly changing neighborhood character]"
Emily Kurtz,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/emily-kurtz-from-riseboro-community-partnership-on,25298.748,25453.596,For,Unknown,Unknown,[RiseBoro Community Partnership],"[Support for the City of Yes for Housing Opportunity zoning text amendment, The pressing need for affordable housing across all neighborhoods in New York City, The current 1.4% vacancy rate across the city, indicating demand far exceeds supply, The density bonus for affordable housing as a critical tool for addressing the housing crisis, The amendment encourages the creation of mixed-income communities, fostering diversity and economic integration, The amendment allows updating outdated zoning rules to build more housing of every type and affordable housing in every neighborhood, The importance of creating a fairer, more inclusive city with affordable housing options for all New Yorkers]"
Cathy Seibek,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/cathy-seibek-city-island-resident-on-concerns,25476.973,25649.148,Against,Bronx,City Island,[City Island Civic Association],"[City Island is a unique, low-density residential community with special district zoning, The proposal is a blanket zoning change that will eliminate community voices, City Island has infrastructure and geographical limitations (one road in/out, flood zone), The community attracts visitors for its quaint, nautical village atmosphere, Concerns about increased density and lack of parking affecting local businesses, Climate change and flood risks need to be addressed before increasing density, Urges a common-sense approach to zoning that considers each community's uniqueness, Suggests focusing on homeownership and single/two-family homes for more housing]"
Neil Miller,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/neil-miller-from-manhattan-community-board-5-on,25693.559,25849.277,For,Manhattan,Midtown,[Manhattan Community Board 5],"[Support for the City of Yes for Housing Opportunity proposal, Endorsement of UAP (Unified Affordability Percentage) to create homes at various income levels, Support for office conversion provisions, Approval of town center and EDU proposals to add homes across the city, Belief that the proposal will improve congestion in the city, Support for legalizing additional building types, such as buildings with courtyards, Personal connection: grandparents and great-grandparents found affordable housing in NYC, Experience as a former New York City public school English teacher]"
Jerrod Delaine,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/jerrod-delaine-ceo-of-delaine-companies-and,25884.207,26075.86,For,Unknown,Unknown,"[Delaine Companies, Pratt, NYU]","[The current housing situation is not good and not improving, Creating more housing supply will help address the housing crisis, Public-private engagement strategy is needed to solve housing issues, Universal affordability preference program is a good step to incentivize investors and developers, Ending parking mandates will help incentivize housing creation, Allowing ADUs will provide homeowners with additional revenue opportunities, Faith-based organizations can contribute to improving communities through housing and economic development, More affordable housing is needed, both rental and ownership, Urgent solutions are required to address the current housing crisis]"
Joseph Rosenberg,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/joseph-rosenberg-from-the-catholic-community,26285.377,26476.316,For,Unknown,Unknown,"[Catholic Community Relations Council, Archdiocese of New York, Diocese of Brooklyn]","[Supports City of Yes for Housing Opportunity, Focuses on removing zoning obstacles that prevent housing development, Unlocks use of properties owned by religious organizations, Removal of mandatory parking spaces in housing developments, 20% additional affordable housing units in medium and high density districts, Expansion of landmark development rights transfer, Encourages residential conversion of office, commercial, and unused community facility buildings, Modifications needed for infill initiative, especially for houses of worship, Proposals are timely and critical for addressing housing crisis]"
Bernadette Ferrara,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/bernadette-ferrara-president-of-van-ness,26555.027,26732.916,Against,Bronx,Van Ness,[Van Ness Neighborhood Alliance],"[The majority of Bronx Community Boards (7 out of 11) have voted against the initiative, The initiative is a deregulatory program that will increase density in low-density neighborhoods, The proposals will damage neighborhoods throughout the city, especially in the Bronx, The initiative will burden specific Bronx neighborhoods with new shelters and up-zoning proposals, The proposal shifts decision-making away from communities and city council to commissioners, Suggests addressing warehoused rent-stabilized apartments as an alternative solution, Opposes the reintroduction of SROs (Single Room Occupancy), Believes the initiative benefits developers, not communities, Urges commissioners to vote against the initiative due to its many components]"
Sam Turvey,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/sam-turvey-chairperson-of-rethinknyc-on-opposition,26763.729,26933.34,Against,Unknown,Unknown,[ReThinkNYC],"[Fears the City of Yes proposal is a prelude to an abyss, not truly addressing affordable housing needs, Concerns about high-rise market-rate residential buildings in Manhattan, Worry about potential demolition of existing affordable housing, Skepticism about promises for future affordable housing, Criticism of the 'trickle-down' approach to housing, Concern about creating more apartments for wealthy individuals rather than truly affordable units, Call for a simpler proposal with real benchmarks and metrics to address the affordable housing crisis, Suggestion to look at historical successful housing initiatives like LaGuardia's First Houses, Mitchell Lama, and Melrose Commons]"
Barbara Linton,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/barbara-linton-from-douglaston-civic-association,27057.953,27132.338,Against,Queens,Douglaston,[Douglaston Civic Association],"[The initiative does not adequately address the need for affordable housing, New rental units will be priced at market rates, not affordable rates, Lack of infrastructure to support additional density, Some homes in the area are not connected to the city sewer system, 12 out of 14 community boards in Queens have voted against the initiative, Concerns about lack of community input]"
Tibita Kaneene,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/tibita-kaneene-from-manhattan-community-board-7-on,27158.594,27339.496,For,Manhattan,Unknown,[Manhattan Community Board 7],"[Strong support for City of Yes with some caveats and suggestions, Concerns about potential reduction in affordable units due to replacing voluntary inclusionary housing with UAP, Suggestion for 20% FAR credits for off-site preservation of affordable housing, Opposition to eliminating public hearings and review by elected officials, General approval of eliminating obstacles to quality housing developments in non-contextual zoning districts, but with community input, Support for conversion of nonresidential buildings to residences, with suggested 35-year age requirement, Approval of creating R11 and R12 district designations, subject to ULURP and mandatory 30% affordable housing, Disapproval of miscellaneous amendments without additional information, Disapproval of certain proposals for low-density districts, Overall support for City of Yes as it addresses the district's top need of affordable housing]"
Chloe Fatusi,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/chloe-fatusi-resident-of-cobble-hill-brooklyn-on,27372.43,27447.055,For,Brooklyn,Cobble Hill,[],"[Support for City of Yes initiative, Concerned about friends' and children's ability to stay in the city, Housing supply and cost directly impact affordability, Excited about lifting parking minimums, Need to move away from car dependency, City stepping up to solve housing problems]"
Max Davidson,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/max-davidson-on-supporting-city-of-yes-for-housing,27469.121,27618.066,For,Unknown,Unknown,[],"[Support for City of Yes initiative to address housing shortage, New York's legacy as a haven for immigrants is at risk due to housing crisis, Housing shortage gives too much power to landlords over tenants, City of Yes provides a first step towards rebalancing power towards tenants, Support for increasing density and height for transit-oriented development, especially in affluent white neighborhoods, Recommendation to expand UAP and identify opportunities to deepen levels of affordability, Suggestion to explore ways to add market-rate units in exchange for deeper affordability, Proposal to average affordability levels between developments in different neighborhoods, Encouragement to strengthen the City of Yes initiative to meet the needs of all New Yorkers]"
Chad Purkey,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/chad-purkey-from-the-association-for-better-new,27649.309,27780.574,For,Unknown,Unknown,[Association for Better New York (ABNY)],"[The city is in a housing crisis that requires impactful yet measured responses, Support for all text amendments in the proposal due to increased balance in zoning resolution, The proposal offers better balance between prescriptive regulations and expanded options for property owners, Supports relegalizing building types like apartments over stores, Advocates for easier housing conversions, Supports giving more autonomy to single-family homeowners and religious/nonprofit institutions, Encourages allowing more varied housing types, including smaller shared housing, Supports extending affordability bonuses to more neighborhoods, The proposal offers a balance between boldness and thoughtful policy solutions, The reform will offer long-term benefits to residents across all city neighborhoods]"
Robert Press,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/robert-press-from-bronx-community-board-11-on-city,27813.602,27986.254,Against,Bronx,Morris Park,[Bronx Community Board 11],"[Bronx Community Board 11 voted overwhelmingly against the City of Yes for Housing Opportunity, Parking mandate may work in Manhattan but not in other boroughs, Council District 13 in the East Bronx has already produced significant affordable housing without this initiative, The process was rushed and incomplete information was provided to Community Board 11, Concerns about inadequate parking spaces for new housing developments, The plan does not control or make housing affordable, it just increases housing supply, AMI calculation method needs to be changed to make housing truly affordable in the Bronx, Current 'affordable' housing in the Bronx is still too expensive]"
Theresa Westerdahl,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/theresa-westerdahl-from-brooklyn-community-board-9,28025.41,28222.273,Against,Brooklyn,Crown Heights,"[Brooklyn Community Board 9, Sullivan Ludlam Stoddard Neighborhood Association]","[Opposition to City of Yes text amendments and changes to zoning regulations, Opposition to reducing parking mandates, believes in increasing parking mandates, Need for visionary planning including bike, EV, and micro device parking and charging stations, Concern about ongoing large-scale development projects and their environmental impacts, Lack of oversight and regulation enforcement by city agencies, Failure to conduct environmental and racial impact studies in the district, Criticism of the Bedford Army Terminal development as luxury housing instead of affordable housing, Concern about potential doubling of density in the district due to new zoning, Request for Community Board 9 to be exempt from City of Yes rezoning, Opposition to air rights sales for the historic district]"
Margaret Julie Finch,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/margaret-julie-finch-former-manhattan-community,28258.174,28340.398,Against,Manhattan,Unknown,[Manhattan Community Board 2],"[Opposed to many items in the program, Supports mandated or portable housing, Against allowing more density in historic districts, Against shifting decision making from neighborhoods to commissioners, Against giving city planning more discretionary powers without going through the current land use process, Against eliminating use districts that limit where casinos, nightclubs, and strip clubs can be located, Long-time resident of Manhattan (48 years in a rent-stabilized loft), Does not own a car]"
Vito Labella,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/vito-labella-senate-candidate-for-brooklyns-26th,28521.064,28703.178,Against,Brooklyn,Bay Ridge,[Political Campaign for Brooklyn's 26th District Senate Seat],"[35 community boards voted against the proposal, Opposition to the proposal is not based on racism, Transit opportunity districts will negatively impact single and 2-family homes, Special zoning should be maintained unless community boards and city council members vote otherwise, More community engagement and consensus-building is needed, Suggests a compromise on zoning for commercial strips while protecting single and 2-family zoning, Lack of infrastructure improvements in the proposal, Calls for rejection of the City of Yes proposal in its current form]"
Randy Plemel,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/randy-plemel-resident-of-long-island-city-on-city,28736.748,28894.03,For,Queens,Long Island City,[],"[Support for City of Yes for Housing Opportunity due to need for more housing and wider range of legal housing types, Personal experience with high rent and frequent moves due to housing crisis, Support for building neighborhoods that resemble traditional New York City, Emphasis on incremental change across the city rather than dramatic shifts, Support for distributing new housing across all neighborhoods, not just Long Island City, Approval of provisions for various types of housing, including affordable and market-rate homes, Support for ending costly parking mandates, Endorsement of transit-oriented development and main street provisions for sustainable, walkable neighborhoods, Support for ADU and shared housing provisions to accommodate diverse living arrangements, Need for a wider variety of home types and sizes to support different families and income levels]"
Emily Chingay,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/emily-chingay-on-eliminating-parking-mandates-and,28907.44,28993.05,For,Queens,Astoria,[],"[Support for City of Yes housing proposals, Concern about being priced out of the neighborhood, Support for eliminating parking mandates citywide, Need for zoning changes to address competitive housing market, Making parking optional, not eliminating it completely]"
Dan Kent,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/dan-kent-president-and-ceo-of-lantern-organization,29008.012,29196.002,For,Unknown,Unknown,[Lantern Organization],"[Supports the Universal Affordability preference provision, New York City has the highest rate of homelessness despite being a leader in affordable housing production, Current zoning code and land use process reduces housing supply, Low vacancy rates contribute to homelessness and high rents, Need to allow more development of market-rate housing alongside affordable housing, New York City's housing production rate is much lower than other cities like Austin or Seattle, Current rules prevent housing from being built, Market-rate housing and private developers should be seen as part of the solution, The proposal is thoughtful and asks every neighborhood to contribute a little, Small changes like new apartment buildings or ADUs won't significantly alter neighborhoods, Increasing housing supply will help relieve pressure on New Yorkers struggling with affordability]"
Thomas Devaney,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/thomas-devaney-from-municipal-art-society-on-city,29221.184,29412.713,For,Unknown,Unknown,[Municipal Art Society],"[City of Yes for Housing Opportunity is a good start to address the housing crisis, The plan aims to unlock the 'missing middle' in housing typologies, Supports equitable distribution of housing density across the city, Supports transit-oriented development, accessory dwelling units, and universal affordability preference, Supports office-to-residential conversions and elimination of parking requirements, Projections for new housing units are modest (109,000 by 2039), Zoning is just one tool; a comprehensive approach is needed, The city must ensure social and physical infrastructure meets neighborhood needs with increased density, MAS will provide further comments on campus infill, community engagement, and heat island impacts]"
George Hebronik,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/george-hebronik-president-of-spencer-state-civic,29473.562,29682.09,Against,Bronx,Unknown,[Spencer State Civic Association],"[Communities represented are adamantly opposed to the City of Yes plan, Concerns over town center development in low density neighborhoods, Concerns about commercial overlays on Ampere and Layton Avenue, Concerns about preexisting conditions on Westchester Avenue and transitory infant development, Integration of businesses within strictly residential areas, especially smoke shops, Questions about ADUs, apartment conversions, and shared apartments, Strong opposition to elimination of parking mandates, Concerns about the removal of parking spaces for Zipcars in Pelham Bay, Worries about the potential elimination of the land review process and council member deference, Increase in absentee landlords in neighborhoods]"
Latanya Harris,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/latanya-harris-on-concerns-about-accessory,29737.486,29927.414,Against,Queens,Saint Albans,"[Queens Pension Fund, Department of Buildings, Department of Consumer Affairs]","[ADUs will negatively impact quality of life in residential neighborhoods, Changes to neighborhoods will be permanent and unwanted, City planners are not considering the perspectives of current homeowners, Queens has unique, diverse communities that should be preserved, ADUs were previously illegal and fined, now suddenly considered safe, The initiative seems to prioritize revenue generation over residents' concerns, The plan doesn't consider the impact on long-time New Yorkers who have worked hard for their homes]"
Joel Siegel,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/joel-siegel-on-city-of-yes-zoning-changes-in,30049.434,30253.137,Against,Brooklyn,Victorian Flatbush,[Brooklyn Community Board 14],"[Residents of Victorian Flatbush feel blindsided by the proposed changes, Lack of proper communication and community engagement from the city, Previous successful rezoning in 2009 resulted from good faith collaboration with city planning, Current proposal is seen as unnecessary and destructive to the neighborhood, Willingness to work with city planners to create housing while preserving neighborhood character, Challenge to city planners to visit Victorian Flatbush and engage with community leaders, Offer to upzone and create housing units in a way that preserves the neighborhood]"
Nick Selker,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/nick-selker-on-support-for-city-of-yes-initiative,30673.035,30801.059,For,Manhattan,Upper West Side,[],"[The city has a housing crisis with high rents and low vacancy rates, Current urban planning approach is not meeting housing needs, City of Yes provides a variety of affordable housing options, Increased housing supply affects and can lower rental prices, ADUs, SROs, UAP, and transit-oriented development are beneficial policies, Cities that encourage housing see rents fall, while restrictive zoning leads to rent increases, Current housing shortage hurts renters, The city needs more shelters for current and future residents]"
Rashida Tyler,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/rashida-tyler-from-the-new-york-city-council-of,30811.22,31004.117,For,Unknown,Unknown,"[New York City Council of Churches, Interfaith Affordable Housing Collaborative]","[Generally supportive of the City of Yes proposal, Believes changes should be made to allow more time for community boards and residents to comment, Supports policies that create more affordable housing, Current zoning often prevents houses of worship from building enough units to make projects feasible, City of Yes has potential to increase housing in communities that need it most, Zoning is only one part of the equation in addressing the housing crisis, Concerns about whether the policy will achieve its goals of creating more affordable housing, Highlights the multifaceted nature of the housing crisis, including lack of affordability and political will, Expresses skepticism about assumptions that building more housing will lower costs and lead to equitable development across the city]"
Regina Myer,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/regina-myer-president-of-downtown-brooklyn,31110.543,31315.754,For,Brooklyn,Downtown Brooklyn,[Downtown Brooklyn Partnership],"[Strong support for City of Yes for Housing Opportunity zoning amendment, Downtown Brooklyn has added nearly 22,600 housing units with 77,100 more in pipeline, Support for revising height limitation rules in Downtown Brooklyn special district, Agreement with maintaining height limitations on south side of Schermerhorn Street for transition to low-rise Boerum Hill, Strong support for removing minimum parking requirements for new residential developments citywide, Reminder of successful 2012 reduction of parking requirements in Downtown Brooklyn, Support for office to residential conversion (not fully elaborated due to time constraints)]"
Pascale Leone,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/pascale-leone-executive-director-of-the-supportive,31335.332,31535.707,For,Unknown,Unknown,[Supportive Housing Network of New York],"[Supportive housing is effective in combating chronic homelessness and providing critical services, Supportive housing increases property values of neighboring buildings, The network supports the goals of City of Yes with some conditions, Concerned about the removal of off-site options for generating certificates or bonuses, Request for zoning text language to make existing air rights certificates permanent, Concerned about potential loss of value for existing certificates under proposed text, Request for zoning text to embrace supportive housing equally when filed as use group 2 or 3, Supportive of City of Yes goals but believes modest amendments are needed to protect existing units and ability to build more supportive housing]"
Christie Peale,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/christie-peale-from-the-center-for-new-york-city,31613.75,31797.129,For,Unknown,Unknown,"[Center for New York City Neighborhoods, MHD]","[Support for City of YES Housing proposal with conditions, Potential to increase affordable homeownership opportunities, especially for coops and condos, Opportunity to leverage new capital funds with zoning changes to increase affordable homeownership supply, Need to address racial disparities in homeownership rates, Support for creation of ADUs (Accessory Dwelling Units) for homeowners, Importance of dedicated funding for outreach, technical assistance, and construction financing for ADUs, Focus on reducing gentrification pressures and helping families stay in their communities, Need to fight against predatory pressures like defect speculation]"
Carol Rosenthal,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/carol-rosenthal-from-fried-frank-law-firm-on,31929.379,32085.049,For,Unknown,Unknown,"[Fried Frank Law Firm, REBNY Zoning and Design Committee]","[Support for residential conversion regulations in the City of Yes text, The proposed text eliminates most zoning issues for commercial to residential conversions, The text broadens the geographical area for special conversion rules, Allows buildings up to 1990 to use the conversion rules, Allows existing building floor area and bulk for conversions, Allows conversions to supportive housing and dormitories, Eliminates or reduces the dwelling unit factor, New tax benefit (AHHC) aligns with conversion rules, requiring 25% affordable units, Suggests clarification on elimination of required parking for conversions, Supports the opportunity to convert underutilized space to needed housing]"
Agnes Vendina,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/agnes-vendina-from-oakwood-residence-civic,32134.0,32327.951,Against,Staten Island,Oakwood,[Oakwood Residence Civic Association of Staten Island],"[Challenges the hypothesis that lack of housing is the primary cause of homelessness, Argues that addiction and mental illness are the leading causes of homelessness based on national statistics, Criticizes the city for not addressing the root causes of homelessness, particularly drug addiction, Suggests that addressing homelessness requires medical expertise and resources, not just housing solutions, Advocates for homeownership as the real solution to the housing crisis, Criticizes the lack of creative solutions for homeownership in the current proposal]"
Amie Gross,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/amie-gross-president-of-amie-gross-architects-on,32429.93,32695.068,For,Queens,Glen Oaks,[Amie Gross Architects],"[The cost to construct affordable housing has increased drastically, Building larger buildings (more units) reduces the cost per unit, New safety regulations increase construction costs, Economy of scale is crucial for affordable housing development, Non-profit developers need to build more units to make projects financially viable, Increasing building size in the same zoning lot can lead to more affordable rents]"
Rev. Terry Troia,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/rev-terry-troia-minister-of-the-reformed-church-of,33555.63,33739.348,For,Staten Island,Huguenot Park,[The Reformed Church of Huguenot Park],"[Homelessness has grown significantly on Staten Island over the past 40 years, Affordable housing crisis in Staten Island, affecting low-wage workers, families, disabled people, and seniors, Many families are living in overcrowded conditions or makeshift housing, Illegal basement apartments are common and often unsafe, Rent prices are extremely high, even for single rooms, Construction workers who build houses on Staten Island often can't afford housing themselves, Homelessness in New York City is at its highest level ever, Staten Island is experiencing a 'tale of two cities' with stark inequality in housing]"
Kyle Jeremiah,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/kyle-jeremiah-from-bowery-residence-committee-brc,33753.42,33945.285,For,Unknown,Unknown,"[Bowery Residence Committee, BRC]","[Support for City of Yes for Housing Opportunity proposal, Need for affordable housing to address homelessness crisis, Benefits of relegalizing shared housing and permitting more studio and one-bedroom apartments, Importance of converting underused spaces into housing, Support for modern SRO housing to increase affordable housing supply, Benefits of converting vacant offices and non-residential buildings into homes, Urging support for the initiative to create a more equitable and livable New York City]"
Monil Javeri,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/monil-javeri-on-support-for-city-of-yes-and-its,33972.758,34161.46,For,Queens,Woodside,[],"[Supports City of Yes proposal, especially for families, ADUs will allow for caring for aging parents while maintaining some separation, Reducing parking requirements promotes walkability and community connections, Increased housing supply can help reduce homelessness, Affordable housing allows young people to stay in their communities, Building more housing makes it easier to build and maintain communities, Personal experience of improved quality of life after moving from car-dependent Long Island to walkable Woodside]"
Jasmine Camparitas,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/jasmine-camparitas-resident-of-hollis-hills-queens,34194.74,34379.938,Against,Queens,Hollis Hills,[],"[The proposal will destroy and eliminate low-density communities, It will replace owner-occupied housing with market-rate rental units, It will increase density without sufficient infrastructure, It will end enforcement of illegal apartments, It will negatively impact property values without benefiting the community, The environmental impact statement incorrectly assessed socioeconomic conditions and neighborhood character, The proposal will cause long-term New Yorkers to leave, changing neighborhood character, Low-density communities have fewer public transportation options and fewer police officers, The proposal benefits developers and real estate investors at the expense of current residents, There's no shortage of space in New York, but a shortage of affordable housing, The city should focus on converting underutilized existing city space into affordable housing, 35 out of 59 community boards oppose the proposal, ADUs are not acceptable for the Hollis Hills neighborhood]"
Daniel Prebud,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/daniel-prebud-on-concerns-with-the-city-of-yes-for,34397.484,34582.78,Against,Unknown,Unknown,[],"[Concerns about emergency services access and safety for accessory dwelling units (ADUs), Skepticism about ADUs leading to lower rental costs, Opposition to shared living arrangements, comparing them to historical tenement issues, Concerns about lifting zoning regulations and potential uncontrolled development, Lack of clear definition for 'a little bit of housing', Opposition to lifting parking mandates, especially in outer boroughs with limited mass transit, Need for better mass transit infrastructure before implementing housing changes]"
Elaine Young,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/elaine-young-president-of-west-cunningham-park,34663.207,34851.375,Against,Queens,Fresh Meadows,[West Cunningham Park Civic Association],"[Only 17% of New York City is single family homes, yet they are being targeted by this plan, The plan will decimate communities by overturning existing zoning, The plan will increase density without supporting infrastructure, Legalizing basement, attic, and garage apartments won't address affordable housing needs, Homeowners will likely charge market rates for ADUs, not use them for family members, Infrastructure (schools, sewers, water, electric utilities) will be overwhelmed, Parking will become impossible, especially with the elimination of parking mandates, The plan doesn't consider the needs of areas with poor public transportation, Most civics in the area and 12 of 14 community boards in Queens are against this plan]"
Roberta Gelb,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/roberta-gelb-resident-of-chelsea-manhattan-on-city,35018.223,35204.02,Against,Manhattan,Chelsea,"[Chelsea Coalition on housing, Chelsea Reform Democratic Club]","[Affordable housing should be preserved and created, not just luxury housing, Many apartments are vacant while people are homeless or on waiting lists, Rent-stabilized apartments are being warehoused, The Chelsea Plan (197a) protections are at risk, Community input through ULURP is at risk, Different types of housing are needed (for homeless, artists, seniors, teachers), Building luxury housing doesn't create affordable housing, The plan weakens regulations that maintain neighborhood character, The plan makes it easier to build on limited open space]"
Luke Lavanway,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/luke-lavanway-resident-of-fort-greene-brooklyn-on,35316.996,35535.44,For,Brooklyn,Fort Greene,[],"[Supports City of Yes with no conditions due to severe housing crisis, Personal experiences with competitive and stressful rental market, Need for more housing units to stop displacement and gentrification, Supports Universal Affordability Preference (UAP) for permanently affordable housing, Criticizes those opposing development as causing gentrification and displacement, Argues that neighborhoods must evolve to meet changing needs, Supports the plan for adding more housing in every neighborhood, Suggests that the plan may not go far enough to address the housing crisis, Urges approval of City of Yes in its strongest form]"
Eustacia Smith,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/eustacia-smith-from-west-side-federation-for,35558.86,35743.066,For,Unknown,Unknown,[West Side Federation for Senior and Supportive Housing],"[Support for City of Yes for Housing Opportunity zoning changes, Need for affordable senior housing in New York City, Disproportionate impact of housing crisis on older New Yorkers, Support for universal affordability preference, Support for changing outdated zoning regulations, Support for development of small shared housing, Need for additional incentives for senior housing development, Call for city to set annual production and preservation goals for affordable senior housing, Recommendation for at least 1000 new units of deeply affordable senior housing with fully funded services per year, Importance of protecting and prioritizing production of deeply affordable senior housing with services]"
Molly Anderson,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/molly-anderson-from-low-income-investment-fund-on,35754.855,35935.215,For,Unknown,Unknown,"[Low Income Investment Fund, National Community Development Finance Institution]","[Strong support for City of Yes for Housing Opportunity proposal, New York City is experiencing a severe housing and affordability crisis, Existing housing policies are unsustainable, The affordability crisis disproportionately impacts Black and Latino families, Some neighborhoods have opted out of adding new housing, perpetuating exclusionary zoning policies, Net loss of affordable housing units in recent years, City of Yes for Housing Opportunity is a vital step towards addressing housing issues, Need for citywide zoning reforms to allow more housing to be built across all neighborhoods, Building more housing is necessary for a fair and inclusive city]"
Sharlene Jackson Mendez,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/sharlene-jackson-mendez-on-city-of-yes-housing,35960.97,36200.43,Against,Bronx,Van Nest,"[Van Nest Neighorhood Alliance, Coalition of East Bronx Community Association]","[The City of Yes plan will bring 7500 new housing units to her community, which is too much development, The plan does not provide for additional infrastructure or services to support the new residents, The proposed housing will not be affordable for current community members, The plan removes local control from communities, The speaker resents implications that community concerns are rooted in racism or classism, There is no shortage of housing above $2,300/month rent, ADU units can have significant negative consequences on neighbors, The community is not against affordable housing, but concerned about how it is implemented]"
Joe Enright,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/joe-enright-from-the-community-association-of-west,36361.473,36557.28,Against,Brooklyn,West Midwood,[Community Association of West Midwood],"[Not everyone in Victorian Flatbush is opposed to City of Yes, Concern about potential multiple dwellings on Glenwood Road, which is the center of the neighborhood, Worry about 300 garages in Victorian Flatbush being converted into living spaces, Opposition to allowing 25-foot structures in backyards, Concern about increasing FAR from 0.6 to 1.0, leading to overbuilding, Acknowledges some proposals in City of Yes are supported by residents in the area]"
Barika Williams,https://citymeetings.nyc/city-planning-commission/2024-07-10-city-of-yes-public-hearing/barika-williams-from-the-association-for,36574.344,36798.594,For,Unknown,Unknown,[Association for Neighborhood & Housing Development (ANHD)],"[Support for the text amendment with modifications, Recommendation to adjust income averaging in UAP to include mandated deep affordability, Suggestion to extend the higher 77% density bump across the board in UAP areas, Concern about lack of required affordability in lower density areas under current framework, Recommendation to require mandated affordability in DOD (Detached Only Districts)]"
